Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,1.5005727423399666,0.005931117558655994,1.5005727423399637,0.005931117558655983,1.5005727423399637,0.005931117558655983,0.0,0.0,1.5005727423399637,0.005931117558655983,0.005839757714285715,0.005839757714285715,0.0001536778345864662,0.00590803551235447,,291,38,253,0.15019762845849802,0
1,0.43252450534141523,0.006007284796408545,0.432524505341414,0.0060072847964085276,0.432524505341414,0.0060072847964085276,0.0,0.0,0.432524505341414,0.0060072847964085276,0.00577185335873015,0.00577185335873015,0.00033952078580765587,0.005927120166426182,0.2667185345616166,89,17,72,0.2361111111111111,0
2,5.0910471133341275,0.010786116765538405,5.0910471133341195,0.010786116765538388,5.0910471133341195,0.010786116765538388,0.0,0.0,5.0910471133341195,0.010786116765538388,0.009872832797247155,0.009872832797247155,0.0001567116317023358,0.010765199746900172,0.10960923187929822,535,63,472,0.13347457627118645,0
3,1.3953565374168702,0.009757738023894198,1.395356537416865,0.009757738023894161,1.395356537416865,0.009757738023894161,0.0,0.0,1.395356537416865,0.009757738023894161,0.011908666071706042,0.011908666071706042,0.00012028955627985901,0.00967446063877737,0.00537888073606152,242,99,143,0.6923076923076923,0
4,0.03777228888766826,0.007554457777533652,0.03599081368658006,0.007198162737316012,0.03599081368658006,0.007198162737316012,0.0,0.0017814752010882895,0.03599081368658006,0.007198162737316012,0.014317232430525517,0.012535757229437228,2.4971627947086113e-05,0.004691011291428548,0.049805283793364685,507,502,5,100.4,0
5,0.100773063693127,0.0201546127386254,0.09818908711428176,0.019637817422856352,0.09818908711428176,0.019637817422856352,0.0,0.0025839765788449043,0.09818908711428176,0.019637817422856352,0.06197414061087558,0.05939016403203068,7.155441449642251e-05,0.007759784616450283,0.22217565068541978,835,830,5,166.0,0
6,1.1983035390476289,0.005874036956115828,1.1983035390476204,0.005874036956115786,1.1983035390476204,0.005874036956115786,0.0,0.0,1.1983035390476204,0.005874036956115786,0.01097648980317456,0.01097648980317456,3.015519176696308e-05,0.005820230633551246,0.4992269363068731,568,364,204,1.7843137254901962,0
7,1.9373926843130607,0.010529308066918808,1.9337423086175405,0.01050946906857359,1.9337423086175405,0.01050946906857359,0.0,0.0036503756955064137,1.9337423086175405,0.01050946906857359,0.013313996567079212,0.009663620871572798,0.0006039763044732999,0.010456949389923812,0.23484310937511244,200,16,184,0.08695652173913043,0
8,0.0412948288863948,0.005899261269484971,0.04126439004444442,0.0058949128634920595,0.04126439004444442,0.0058949128634920595,0.0,3.0438841949642637e-05,0.04126439004444442,0.0058949128634920595,0.0061433482006796325,0.00611290935872999,0.0003595829034547053,0.005021640097959309,0.11202515192726659,24,17,7,2.4285714285714284,0
9,1.5631033503140692,0.006227503387705455,1.561454882523518,0.006220935786946286,1.561454882523518,0.006220935786946286,0.0,0.0016484677905528322,1.561454882523518,0.006220935786946286,0.0074767759048386395,0.005828308114285807,0.0011656616228571614,0.006197715435893349,0.25386657546927927,256,5,251,0.0199203187250996,0
10,4.639867225223007,0.006471223466140875,4.639672660846147,0.0064709521071773315,4.639672660846147,0.0064709521071773315,0.0,0.00019456437687104255,4.639672660846147,0.0064709521071773315,0.006460789291156566,0.006266224914285523,0.00012532449828571047,0.006462212602415412,0.2438659144495663,767,50,717,0.0697350069735007,0
11,2.566523968877267,0.011457696289630656,2.559483829677522,0.011426267096774651,2.559483829677522,0.011426267096774651,0.0,0.007040139199755657,2.559483829677522,0.011426267096774651,0.016852916421111974,0.009812777221356317,0.0009812777221356317,0.011382460055607835,0.016631104491798165,234,10,224,0.044642857142857144,0
12,0.2703271200693127,0.010813084802772509,0.2615892408689086,0.010463569634756344,0.2615892408689086,0.010463569634756344,0.0,0.008737879200400034,0.2615892408689086,0.010463569634756344,0.04057068024246924,0.0318328010420692,7.437570336932057e-05,0.009190257593073738,0.20194697510689652,453,428,25,17.12,0
13,0.22817907173421625,0.0065194020495490355,0.22546247593419882,0.006441785026691395,0.22546247593419882,0.006441785026691395,0.0,0.0027165958000203716,0.22546247593419882,0.006441785026691395,0.02205896384850492,0.01934236804848455,3.741270415567611e-05,0.005889145939591753,0.062115864227997086,552,517,35,14.771428571428572,0
14,0.45461384839957564,0.005981761163152311,0.4527243778354969,0.005956899708361801,0.4527243778354969,0.005956899708361801,0.0,0.00188947056407196,0.4527243778354969,0.005956899708361801,0.014726323828141208,0.012836853264069248,3.241629612138699e-05,0.005787993744360979,0.03754047707182284,472,396,76,5.2105263157894735,0
15,0.08364676406333693,0.01394112734388949,0.08033116196328119,0.013388526993880198,0.08033116196328119,0.013388526993880198,0.0,0.003315602100054882,0.08033116196328119,0.013388526993880198,0.03564593776607783,0.03233033566602295,7.121219309696684e-05,0.008000137716209851,0.12117145299128707,460,454,6,75.66666666666667,0
16,0.04856275237934504,0.00607034404741813,0.04802608264126976,0.00600326033015872,0.04802608264126976,0.00600326033015872,0.0,0.0005366697380746466,0.04802608264126976,0.00600326033015872,0.0073278595793446755,0.006791189841270029,6.4677998488286e-05,0.005154361600000046,0.01267200675259339,113,105,8,13.125,0
17,1.7601584972902424,0.010932661473852438,1.760158497290255,0.010932661473852516,1.760158497290255,0.010932661473852516,0.0,0.0,1.760158497290255,0.010932661473852516,0.009060502326118325,0.009060502326118325,0.0011325627907647906,0.01087638506188897,0.02723685633238837,169,8,161,0.049689440993788817,0
